title,date,days,tokens,stem,lemma,pos_tags,named_entities
Interactive Map: Hong-Kong through The Lense of Instagram,2 points by BrianN 18 days ago  | discuss,18,"interactive,map,hong,kong,lense,instagram",Interactive Map: Hong-Kong through The Lense of Instagram,Interactive Map: Hong-Kong through The Lense of Instagram,"[('Interactive', 'JJ'), ('Map', 'NN'), (':', ':'), ('Hong', 'NNP'), ('-', ':'), ('Kong', 'NNP'), ('through', 'IN'), ('The', 'DT'), ('Lense', 'NNP'), ('of', 'IN'), ('Instagram', 'NNP')]","['Hong', 'Kong']"
Data Science at Monsanto,3 points by doctorcroc 22 days ago  | discuss,22,"data,science,monsanto",Data Science at Monsanto,Data Science at Monsanto,"[('Data', 'NNP'), ('Science', 'NNP'), ('at', 'IN'), ('Monsanto', 'NNP')]","['Data Science', 'Monsanto']"
Data Science at Instacart,11 points by jeremystan 34 days ago  | 3 comments,34,"data,science,instacart",Data Science at Instacart,Data Science at Instacart,"[('Data', 'NNP'), ('Science', 'NNP'), ('at', 'IN'), ('Instacart', 'NNP')]","['Data Science', 'Instacart']"
Building a Streaming Search Platform,6 points by ddrum001 27 days ago  | discuss,27,"building,streaming,search,platform",Building a Streaming Search Platform,Building a Streaming Search Platform,"[('Building', 'VBG'), ('a', 'DT'), ('Streaming', 'NNP'), ('Search', 'NNP'), ('Platform', 'NNP')]",[]
A Sneak Peak of the Cloud: the 2 Minute Intro for Beginners,2 points by andymaheshw 19 days ago  | discuss,19,"sneak,peak,cloud,2,minute,intro,beginners",A Sneak Peak of the Cloud: the 2 Minute Intro for Beginn,A Sneak Peak of the Cloud: the 2 Minute Intro for Beginners,"[('A', 'DT'), ('Sneak', 'NNP'), ('Peak', 'NNP'), ('of', 'IN'), ('the', 'DT'), ('Cloud', 'NNP'), (':', ':'), ('the', 'DT'), ('2', 'CD'), ('Minute', 'NNP'), ('Intro', 'NNP'), ('for', 'IN'), ('Beginners', 'NNP')]",['Sneak Peak']
Win-Vector video courses: price/status changes,2 points by jmount 19 days ago  | discuss,19,"win,vector,video,courses,price,status,changes",Win-Vector video courses: price/status chang,Win-Vector video courses: price/status changes,"[('Win', 'NNP'), ('-', ':'), ('Vector', 'NNP'), ('video', 'NN'), ('courses', 'NNS'), (':', ':'), ('price', 'NN'), ('/', 'NN'), ('status', 'NN'), ('changes', 'NNS')]","['Win', 'Vector']"
50+ Data Science and Machine Learning Cheat Sheets,20 points by elyase 42 days ago  | 1 comment,42,"50,+,data,science,machine,learning,cheat,sheets",50+ Data Science and Machine Learning Cheat Sheet,50+ Data Science and Machine Learning Cheat Sheets,"[('50', 'CD'), ('+', 'JJ'), ('Data', 'NNP'), ('Science', 'NNP'), ('and', 'CC'), ('Machine', 'NNP'), ('Learning', 'NNP'), ('Cheat', 'NNP'), ('Sheets', 'NNS')]","['Data Science', 'Machine Learning Cheat']"
One More Reason Not To Be Scared of Deep Learning,2 points by amplifier_khan 21 days ago  | discuss,21,"one,reason,scared,deep,learning",One More Reason Not To Be Scared of Deep Learn,One More Reason Not To Be Scared of Deep Learning,"[('One', 'CD'), ('More', 'JJR'), ('Reason', 'NNP'), ('Not', 'RB'), ('To', 'TO'), ('Be', 'VB'), ('Scared', 'NNP'), ('of', 'IN'), ('Deep', 'NNP'), ('Learning', 'NNP')]","['Reason', 'Deep Learning']"
Visual Logic Authoring vs Code,2 points by AnnaOnTheWeb 21 days ago  | discuss,21,"visual,logic,authoring,vs,code",Visual Logic Authoring vs Cod,Visual Logic Authoring vs Code,"[('Visual', 'JJ'), ('Logic', 'NNP'), ('Authoring', 'NNP'), ('vs', 'NN'), ('Code', 'NNP')]",['Visual Logic']
Data Science in Python online training with hands-on experience,2 points by Puneet 21 days ago  | discuss,21,"data,science,python,online,training,hands,experience",Data Science in Python online training with hands-on experi,Data Science in Python online training with hands-on experience,"[('Data', 'NNP'), ('Science', 'NNP'), ('in', 'IN'), ('Python', 'NNP'), ('online', 'JJ'), ('training', 'NN'), ('with', 'IN'), ('hands', 'NNS'), ('-', ':'), ('on', 'IN'), ('experience', 'NN')]","['Data Science', 'Python']"
Viewing the US Presidential Primary Through the Lens of Twitter,8 points by michelangelo 32 days ago  | discuss,32,"viewing,us,presidential,primary,lens,twitter",Viewing the US Presidential Primary Through the Lens of Twitt,Viewing the US Presidential Primary Through the Lens of Twitter,"[('Viewing', 'VBG'), ('the', 'DT'), ('US', 'NNP'), ('Presidential', 'NNP'), ('Primary', 'NNP'), ('Through', 'IN'), ('the', 'DT'), ('Lens', 'NNP'), ('of', 'IN'), ('Twitter', 'NNP')]",['US']
Caffe on Spark open sourced,4 points by rahmaniacc 26 days ago  | discuss,26,"caffe,spark,open,sourced",Caffe on Spark open sourc,Caffe on Spark open sourced,"[('Caffe', 'NNP'), ('on', 'IN'), ('Spark', 'NNP'), ('open', 'JJ'), ('sourced', 'VBD')]","['Caffe', 'Spark']"
The Ethical Data Scientist,5 points by tfturing 28 days ago  | discuss,28,"ethical,data,scientist",The Ethical Data Scientist,The Ethical Data Scientist,"[('The', 'DT'), ('Ethical', 'NNP'), ('Data', 'NNP'), ('Scientist', 'NN')]",['Ethical Data']
Answers to Frequently Asked Questions in Machine Learning,3 points by rasbt 21 days ago  | discuss,21,"answers,frequently,asked,questions,machine,learning",Answers to Frequently Asked Questions in Machine Learn,Answers to Frequently Asked Questions in Machine Learning,"[('Answers', 'NNS'), ('to', 'TO'), ('Frequently', 'NNP'), ('Asked', 'NNP'), ('Questions', 'NNS'), ('in', 'IN'), ('Machine', 'NNP'), ('Learning', 'NNP')]","['Frequently Asked', 'Machine Learning']"
Intro to A/B Testing and P-Values,2 points by randyzwitch 22 days ago  | discuss,22,"intro,b,testing,p,values",Intro to A/B Testing and P-Valu,Intro to A/B Testing and P-Values,"[('Intro', 'NNP'), ('to', 'TO'), ('A', 'NNP'), ('/', 'NNP'), ('B', 'NNP'), ('Testing', 'NNP'), ('and', 'CC'), ('P', 'NNP'), ('-', ':'), ('Values', 'NNS')]",['Intro']
Visualizing State Level Data With R and Statebins,2 points by usujason 22 days ago  | discuss,22,"visualizing,state,level,data,r,statebins",Visualizing State Level Data With R and Statebin,Visualizing State Level Data With R and Statebins,"[('Visualizing', 'VBG'), ('State', 'NNP'), ('Level', 'NNP'), ('Data', 'NNP'), ('With', 'IN'), ('R', 'NNP'), ('and', 'CC'), ('Statebins', 'NNP')]",[]
"Probabilistic Graphical Models slides & video lectures (Eric Xing, CMU)",4 points by ororm 27 days ago  | discuss,27,"probabilistic,graphical,models,slides,&,video,lectures,eric,xing,cmu","Probabilistic Graphical Models slides & video lectures (Eric Xing, CMU)","Probabilistic Graphical Models slides & video lectures (Eric Xing, CMU)","[('Probabilistic', 'JJ'), ('Graphical', 'NNP'), ('Models', 'NNP'), ('slides', 'VBZ'), ('&', 'CC'), ('video', 'NN'), ('lectures', 'NNS'), ('(', '('), ('Eric', 'NNP'), ('Xing', 'NNP'), (',', ','), ('CMU', 'NNP'), (')', ')')]","['Eric Xing', 'CMU']"
Sense2vec with spaCy and Gensim,9 points by elyase 35 days ago  | 2 comments,35,"sense2vec,spacy,gensim",Sense2vec with spaCy and Gensim,Sense2vec with spaCy and Gensim,"[('Sense2vec', 'NN'), ('with', 'IN'), ('spaCy', 'NN'), ('and', 'CC'), ('Gensim', 'NNP')]","['Sense2vec', 'spaCy', 'Gensim']"
How to Code and Understand DeepMind's Neural Stack Machine (in Python),2 points by genofon 23 days ago  | discuss,23,"code,understand,deepmind,neural,stack,machine,python",How to Code and Understand DeepMind's Neural Stack Machine (in Python),How to Code and Understand DeepMind's Neural Stack Machine (in Python),"[('How', 'WRB'), ('to', 'TO'), ('Code', 'NNP'), ('and', 'CC'), ('Understand', 'NNP'), ('DeepMind', 'NNP'), (""'"", 'POS'), ('s', 'JJ'), ('Neural', 'NNP'), ('Stack', 'NNP'), ('Machine', 'NNP'), ('(', '('), ('in', 'IN'), ('Python', 'NNP'), (')', ')')]","['Code', 'Understand DeepMind', 'Python']"
How to make polished Jupyter presentations with optional code visibility,9 points by csaid81 36 days ago  | discuss,36,"make,polished,jupyter,presentations,optional,code,visibility",How to make polished Jupyter presentations with optional code vis,How to make polished Jupyter presentations with optional code visibility,"[('How', 'WRB'), ('to', 'TO'), ('make', 'VB'), ('polished', 'JJ'), ('Jupyter', 'NNP'), ('presentations', 'NNS'), ('with', 'IN'), ('optional', 'JJ'), ('code', 'NN'), ('visibility', 'NN')]",[]
How to become a Bayesian in eight easy steps,17 points by EtzA 43 days ago  | 1 comment,43,"become,bayesian,eight,easy,steps",How to become a Bayesian in eight easy step,How to become a Bayesian in eight easy steps,"[('How', 'WRB'), ('to', 'TO'), ('become', 'VB'), ('a', 'DT'), ('Bayesian', 'JJ'), ('in', 'IN'), ('eight', 'CD'), ('easy', 'JJ'), ('steps', 'NNS')]",['Bayesian']
Optimizing .*:  Details of Vectorization and Metaprogramming in Julia,4 points by randyzwitch 29 days ago  | discuss,29,"optimizing,.*:,details,vectorization,metaprogramming,julia",Optimizing .*:  Details of Vectorization and Metaprogramming in Julia,Optimizing .*:  Details of Vectorization and Metaprogramming in Julia,"[('Optimizing', 'VBG'), ('.*:', 'NNP'), ('Details', 'NNP'), ('of', 'IN'), ('Vectorization', 'NNP'), ('and', 'CC'), ('Metaprogramming', 'NNP'), ('in', 'IN'), ('Julia', 'NNP')]",['Julia']
IBM certified Apache Spark Online Training,8 points by divya_jain 35 days ago  | discuss,35,"ibm,certified,apache,spark,online,training",IBM certified Apache Spark Online Train,IBM certified Apache Spark Online Training,"[('IBM', 'NNP'), ('certified', 'VBD'), ('Apache', 'NNP'), ('Spark', 'NNP'), ('Online', 'NNP'), ('Training', 'NN')]","['IBM', 'Apache Spark Online']"
Geographic Data Science course,2 points by rk 24 days ago  | discuss,24,"geographic,data,science,course",Geographic Data Science cours,Geographic Data Science course,"[('Geographic', 'NNP'), ('Data', 'NNP'), ('Science', 'NNP'), ('course', 'NN')]",['Geographic Data Science']
"The Daily Mail Stole My Visualization, Twice",5 points by thehoff 32 days ago  | 1 comment,32,"daily,mail,stole,visualization,twice","The Daily Mail Stole My Visualization, Twic","The Daily Mail Stole My Visualization, Twice","[('The', 'DT'), ('Daily', 'NNP'), ('Mail', 'NNP'), ('Stole', 'NNP'), ('My', 'NNP'), ('Visualization', 'NNP'), (',', ','), ('Twice', 'NNP')]",['Daily Mail Stole My Visualization']
Ensemble Methods: Improved Machine Learning Results,9 points by PyBloggers 37 days ago  | discuss,37,"ensemble,methods,improved,machine,learning,results",Ensemble Methods: Improved Machine Learning Result,Ensemble Methods: Improved Machine Learning Results,"[('Ensemble', 'JJ'), ('Methods', 'NNS'), (':', ':'), ('Improved', 'VBN'), ('Machine', 'NNP'), ('Learning', 'NNP'), ('Results', 'NNP')]",['Machine Learning Results']
Apache Spark and unsupervised learning in security,2 points by gradientflow 26 days ago  | discuss,26,"apache,spark,unsupervised,learning,security",Apache Spark and unsupervised learning in secur,Apache Spark and unsupervised learning in security,"[('Apache', 'NNP'), ('Spark', 'NNP'), ('and', 'CC'), ('unsupervised', 'JJ'), ('learning', 'NN'), ('in', 'IN'), ('security', 'NN')]",['Apache Spark']
MachineJS: Automated machine learning- just give it a data file!,2 points by dsernst 26 days ago  | discuss,26,"machinejs,automated,machine,learning,give,data,file",MachineJS: Automated machine learning- just give it a data file!,MachineJS: Automated machine learning- just give it a data file!,"[('MachineJS', 'NN'), (':', ':'), ('Automated', 'VBN'), ('machine', 'NN'), ('learning', 'VBG'), ('-', ':'), ('just', 'RB'), ('give', 'VB'), ('it', 'PRP'), ('a', 'DT'), ('data', 'NN'), ('file', 'NN'), ('!', '.')]",['MachineJS']
Kafka Producer Latency with Large Topic Counts,2 points by marklit 26 days ago  | discuss,26,"kafka,producer,latency,large,topic,counts",Kafka Producer Latency with Large Topic Count,Kafka Producer Latency with Large Topic Counts,"[('Kafka', 'NNP'), ('Producer', 'NNP'), ('Latency', 'NNP'), ('with', 'IN'), ('Large', 'NNP'), ('Topic', 'NNP'), ('Counts', 'NNP')]","['Kafka Producer Latency', 'Large Topic Counts']"
The NSA?s SKYNET program may be killing thousands of innocent people,6 points by zlipp 35 days ago  | discuss,35,"nsa,skynet,program,may,killing,thousands,innocent,people",The NSA?s SKYNET program may be killing thousands of innocent peopl,The NSA?s SKYNET program may be killing thousands of innocent people,"[('The', 'DT'), ('NSA', 'NNP'), ('?', '.'), ('s', 'JJ'), ('SKYNET', 'NNP'), ('program', 'NN'), ('may', 'MD'), ('be', 'VB'), ('killing', 'VBG'), ('thousands', 'NNS'), ('of', 'IN'), ('innocent', 'JJ'), ('people', 'NNS')]",['NSA']
Overoptimizing: a story about kaggle,3 points by wdm0006 29 days ago  | discuss,29,"overoptimizing,story,kaggle",Overoptimizing: a story about kaggl,Overoptimizing: a story about kaggle,"[('Overoptimizing', 'NN'), (':', ':'), ('a', 'DT'), ('story', 'NN'), ('about', 'IN'), ('kaggle', 'NN')]",[]
"Big Dimensions, and What You Can Do About It",2 points by ramsey 26 days ago  | discuss,26,"big,dimensions","Big Dimensions, and What You Can Do About It","Big Dimensions, and What You Can Do About It","[('Big', 'JJ'), ('Dimensions', 'NNS'), (',', ','), ('and', 'CC'), ('What', 'WP'), ('You', 'PRP'), ('Can', 'MD'), ('Do', 'VB'), ('About', 'IN'), ('It', 'PRP')]",[]
Automate Your Oscars Pool with R,2 points by jamesdreiss 27 days ago  | discuss,27,"automate,oscars,pool,r",Automate Your Oscars Pool with R,Automate Your Oscars Pool with R,"[('Automate', 'VB'), ('Your', 'PRP$'), ('Oscars', 'NNP'), ('Pool', 'NNP'), ('with', 'IN'), ('R', 'NNP')]",['Oscars Pool']
Signal Processing with LIGO GW150914 data,9 points by tfturing 39 days ago  | discuss,39,"signal,processing,ligo,gw150914,data",Signal Processing with LIGO GW150914 data,Signal Processing with LIGO GW150914 data,"[('Signal', 'JJ'), ('Processing', 'VBG'), ('with', 'IN'), ('LIGO', 'NNP'), ('GW150914', 'NNP'), ('data', 'NNS')]",['LIGO']
Overview of DeZyre and Coursera Data Science Course,5 points by ann928 34 days ago  | discuss,34,"overview,dezyre,coursera,data,science,course",Overview of DeZyre and Coursera Data Science Cours,Overview of DeZyre and Coursera Data Science Course,"[('Overview', 'NN'), ('of', 'IN'), ('DeZyre', 'NNP'), ('and', 'CC'), ('Coursera', 'NNP'), ('Data', 'NNP'), ('Science', 'NNP'), ('Course', 'NNP')]","['Overview', 'DeZyre', 'Coursera Data Science Course']"
Upcoming Datathon in NYC,2 points by VicTrey 27 days ago  | discuss,27,"upcoming,datathon,nyc",Upcoming Datathon in NYC,Upcoming Datathon in NYC,"[('Upcoming', 'VBG'), ('Datathon', 'NNP'), ('in', 'IN'), ('NYC', 'NNP')]","['Datathon', 'NYC']"
Summarizing Data in SQL,15 points by elisebreda 46 days ago  | discuss,46,"summarizing,data,sql",Summarizing Data in SQL,Summarizing Data in SQL,"[('Summarizing', 'VBG'), ('Data', 'NNP'), ('in', 'IN'), ('SQL', 'NNP')]",['SQL']
A/B Testing for Scammers,2 points by sameermanek 28 days ago  | discuss,28,"b,testing,scammers",A/B Testing for Scamm,A/B Testing for Scammers,"[('A', 'DT'), ('/', 'NN'), ('B', 'NNP'), ('Testing', 'NNP'), ('for', 'IN'), ('Scammers', 'NNP')]",[]
Highly interpretable classifiers for scikit learn using Bayesian decision rules,2 points by mcnulty 28 days ago  | discuss,28,"highly,interpretable,classifiers,scikit,learn,using,bayesian,decision,rules",Highly interpretable classifiers for scikit learn using Bayesian decision rul,Highly interpretable classifiers for scikit learn using Bayesian decision rules,"[('Highly', 'NNP'), ('interpretable', 'JJ'), ('classifiers', 'NNS'), ('for', 'IN'), ('scikit', 'NN'), ('learn', 'NN'), ('using', 'VBG'), ('Bayesian', 'JJ'), ('decision', 'NN'), ('rules', 'NNS')]","['Highly', 'Bayesian']"
Auto-scaling scikit-learn with Spark,11 points by falaki 42 days ago  | discuss,42,"auto,scaling,scikit,learn,spark",Auto-scaling scikit-learn with Spark,Auto-scaling scikit-learn with Spark,"[('Auto', 'NNP'), ('-', ':'), ('scaling', 'VBG'), ('scikit', 'JJ'), ('-', ':'), ('learn', 'NN'), ('with', 'IN'), ('Spark', 'NNP')]","['Auto', 'Spark']"
Where the f*** can I park?,2 points by manugarri 29 days ago  | discuss,29,"f,***,park",Where the f*** can I park?,Where the f*** can I park?,"[('Where', 'WRB'), ('the', 'DT'), ('f', 'NN'), ('***', 'NN'), ('can', 'MD'), ('I', 'PRP'), ('park', 'VB'), ('?', '.')]",[]
"Machine Learning: An In-Depth, Non-Technical Guide - Part 2",5 points by innoarchitech 36 days ago  | discuss,36,"machine,learning,depth,non,technical,guide,part,2","Machine Learning: An In-Depth, Non-Technical Guide - Part 2","Machine Learning: An In-Depth, Non-Technical Guide - Part 2","[('Machine', 'NN'), ('Learning', 'NNP'), (':', ':'), ('An', 'DT'), ('In', 'IN'), ('-', ':'), ('Depth', 'NN'), (',', ','), ('Non', 'NNP'), ('-', ':'), ('Technical', 'NNP'), ('Guide', 'NNP'), ('-', ':'), ('Part', 'NN'), ('2', 'CD')]","['Machine Learning', 'Non', 'Technical Guide']"
Webhose.io now offers a historical data archive,7 points by databuffer 40 days ago  | discuss,40,"webhose,io,offers,historical,data,archive",Webhose.io now offers a historical data arch,Webhose.io now offers a historical data archive,"[('Webhose', 'NNP'), ('.', '.'), ('io', 'NN'), ('now', 'RB'), ('offers', 'VBZ'), ('a', 'DT'), ('historical', 'JJ'), ('data', 'NN'), ('archive', 'NN')]",['Webhose']
Meetup: Introduction to Machine Learning Algorithms for Data Science.,4 points by ann928 35 days ago  | discuss,35,"meetup,introduction,machine,learning,algorithms,data,science",Meetup: Introduction to Machine Learning Algorithms for Data Science.,Meetup: Introduction to Machine Learning Algorithms for Data Science.,"[('Meetup', 'NN'), (':', ':'), ('Introduction', 'NN'), ('to', 'TO'), ('Machine', 'NNP'), ('Learning', 'NNP'), ('Algorithms', 'NNP'), ('for', 'IN'), ('Data', 'NNP'), ('Science', 'NNP'), ('.', '.')]","['Meetup', 'Machine Learning Algorithms', 'Data Science']"
Exploring the Limits of Language Modeling,8 points by soates 42 days ago  | discuss,42,"exploring,limits,language,modeling",Exploring the Limits of Language Model,Exploring the Limits of Language Modeling,"[('Exploring', 'VBG'), ('the', 'DT'), ('Limits', 'NNS'), ('of', 'IN'), ('Language', 'NNP'), ('Modeling', 'NNP')]",['Language Modeling']
Text Mining South Park,7 points by pmigdal 41 days ago  | discuss,41,"text,mining,south,park",Text Mining South Park,Text Mining South Park,"[('Text', 'NNP'), ('Mining', 'NNP'), ('South', 'NNP'), ('Park', 'NNP')]",['Text Mining South Park']
Finding the K in K-means by Parametric Bootstrap,7 points by jmount 41 days ago  | 1 comment,41,"finding,k,k,means,parametric,bootstrap",Finding the K in K-means by Parametric Bootstrap,Finding the K in K-means by Parametric Bootstrap,"[('Finding', 'VBG'), ('the', 'DT'), ('K', 'NNP'), ('in', 'IN'), ('K', 'NNP'), ('-', ':'), ('means', 'NNS'), ('by', 'IN'), ('Parametric', 'NNP'), ('Bootstrap', 'NNP')]",['Parametric Bootstrap']
A Billion NYC Taxi and Uber Rides in AWS Redshift,2 points by marklit 31 days ago  | discuss,31,"billion,nyc,taxi,uber,rides,aws,redshift",A Billion NYC Taxi and Uber Rides in AWS Redshift,A Billion NYC Taxi and Uber Rides in AWS Redshift,"[('A', 'DT'), ('Billion', 'NNP'), ('NYC', 'NNP'), ('Taxi', 'NNP'), ('and', 'CC'), ('Uber', 'NNP'), ('Rides', 'NNP'), ('in', 'IN'), ('AWS', 'NNP'), ('Redshift', 'NNP')]",['AWS Redshift']
Getting Started with Statistics for Data Science,3 points by nickhould 34 days ago  | discuss,34,"getting,started,statistics,data,science",Getting Started with Statistics for Data Sci,Getting Started with Statistics for Data Science,"[('Getting', 'VBG'), ('Started', 'VBN'), ('with', 'IN'), ('Statistics', 'NNS'), ('for', 'IN'), ('Data', 'NNP'), ('Science', 'NNP')]",['Data Science']
Rodeo 1.3 - Tab-completion for docstrings,3 points by glamp 35 days ago  | discuss,35,"rodeo,1,3,tab,completion,docstrings",Rodeo 1.3 - Tab-completion for docstr,Rodeo 1.3 - Tab-completion for docstrings,"[('Rodeo', 'NN'), ('1', 'CD'), ('.', '.'), ('3', 'CD'), ('-', ':'), ('Tab', 'NNP'), ('-', ':'), ('completion', 'NN'), ('for', 'IN'), ('docstrings', 'NNS')]",['Tab']
Teaching D3.js - links,3 points by pmigdal 35 days ago  | discuss,35,"teaching,d3,js,links",Teaching D3.js - link,Teaching D3.js - links,"[('Teaching', 'VBG'), ('D3', 'NNP'), ('.', '.'), ('js', 'NN'), ('-', ':'), ('links', 'NNS')]",[]
Parallel scikit-learn on YARN,5 points by stijntonk 39 days ago  | discuss,39,"parallel,scikit,learn,yarn",Parallel scikit-learn on YARN,Parallel scikit-learn on YARN,"[('Parallel', 'NNP'), ('scikit', 'SYM'), ('-', ':'), ('learn', 'NN'), ('on', 'IN'), ('YARN', 'NN')]","['Parallel', 'YARN']"
Meetup: Free Live Webinar on Prescriptive Analytics for Fun and Profit,2 points by ann928 32 days ago  | discuss,32,"meetup,free,live,webinar,prescriptive,analytics,fun,profit",Meetup: Free Live Webinar on Prescriptive Analytics for Fun and Profit,Meetup: Free Live Webinar on Prescriptive Analytics for Fun and Profit,"[('Meetup', 'NN'), (':', ':'), ('Free', 'JJ'), ('Live', 'NNP'), ('Webinar', 'NNP'), ('on', 'IN'), ('Prescriptive', 'NNP'), ('Analytics', 'NNP'), ('for', 'IN'), ('Fun', 'NNP'), ('and', 'CC'), ('Profit', 'NN')]","['Meetup', 'Fun']"
Access to VK.com (Vkontakte) API via R,2 points by dementiy 32 days ago  | discuss,32,"access,vk,com,vkontakte,api,via,r",Access to VK.com (Vkontakte) API via R,Access to VK.com (Vkontakte) API via R,"[('Access', 'NN'), ('to', 'TO'), ('VK', 'NNP'), ('.', '.'), ('com', 'NN'), ('(', '('), ('Vkontakte', 'NNP'), (')', ')'), ('API', 'NNP'), ('via', 'IN'), ('R', 'NNP')]",['Access']
 	Deep Learning Tutorial by Y. LeCun and Y. Bengio,15 points by Anon84 50 days ago  | 1 comment,50,"deep,learning,tutorial,lecun,bengio", 	Deep Learning Tutorial by Y. LeCun and Y. Bengio, 	Deep Learning Tutorial by Y. LeCun and Y. Bengio,"[('Deep', 'NNP'), ('Learning', 'NNP'), ('Tutorial', 'NNP'), ('by', 'IN'), ('Y', 'NNP'), ('.', '.'), ('LeCun', 'NNP'), ('and', 'CC'), ('Y', 'NNP'), ('.', '.'), ('Bengio', 'NNP')]","['Deep Learning Tutorial', 'LeCun']"
Machine Learning Meets Economics,20 points by nicolaskruchten 55 days ago  | discuss,55,"machine,learning,meets,economics",Machine Learning Meets Econom,Machine Learning Meets Economics,"[('Machine', 'NN'), ('Learning', 'NNP'), ('Meets', 'NNP'), ('Economics', 'NNP')]",['Machine Learning Meets Economics']
